Id,EventType,Message,VideoId,EventName,ModifiedBy,ModifiedDate,Video_Token,ThreadId,Tags,Created,SubmissionDate,VideoCreatorId,Reply_To,Weight,Position,Duration,VideoResolution,Views,CommunityManagerNotes,Custom_Label,Video_State,Video_Type,IsDeleted
17431,Video,,2513,CustomLabel,35eda971-7641-4b3d-be98-36b65e74511d,7/9/2021 9:48:41 AM,r1f654886afdd1433c5ee1167b831de6,1734,,7/8/2021 4:18:19 PM,7/8/2021 4:18:35 PM,,0,0,2,10.72,384x768,0,,Támogass civil szervezeteket!,Published,Normal,False
17432,Video,,2513,CustomLabel,35eda971-7641-4b3d-be98-36b65e74511d,7/9/2021 9:53:36 AM,r1f654886afdd1433c5ee1167b831de6,1734,,7/8/2021 4:18:19 PM,7/8/2021 4:18:35 PM,,0,0,2,10.72,384x768,0,,Támogass civil szervezeteket...,Published,Normal,False
17433,Video,,2514,CustomLabel,35eda971-7641-4b3d-be98-36b65e74511d,7/9/2021 9:53:47 AM,r12e27537bbbd76a9cb60ddcc567df8a,1734,,7/9/2021 8:23:16 AM,7/9/2021 8:23:23 AM,,0,0,3,8.67,360x480,0,,Önkénteskedj...,Published,Normal,False
17434,Video,,2515,Created,System,7/9/2021 10:06:42 AM,r1b999fa6a7ad6e0495d19291ad178f6,1734,,7/9/2021 10:05:43 AM,7/9/2021 10:06:05 AM,,0,0,4,10.52,432x324,0,,,Created,Normal,False
17435,Video,,2515,CustomLabel,35eda971-7641-4b3d-be98-36b65e74511d,7/9/2021 10:08:57 AM,r1b999fa6a7ad6e0495d19291ad178f6,1734,,7/9/2021 10:05:43 AM,7/9/2021 10:06:05 AM,,0,0,4,10.52,432x324,0,,"Mutass példát, legyél elfogadó...",Created,Normal,False
17436,Video,,2515,Publish,35eda971-7641-4b3d-be98-36b65e74511d,7/9/2021 10:09:01 AM,r1b999fa6a7ad6e0495d19291ad178f6,1734,,7/9/2021 10:05:43 AM,7/9/2021 10:06:05 AM,,0,0,4,10.52,432x324,0,,"Mutass példát, legyél elfogadó...",Published,Normal,False
17437,Video,,2516,Created,System,7/9/2021 10:47:29 AM,r1f6f314815ca09e6789638a972f3bf6,1734,,7/9/2021 10:46:49 AM,7/9/2021 10:47:07 AM,,0,0,5,8.37,432x697,0,,,Created,Normal,False
17438,Video,,2516,CustomLabel,35eda971-7641-4b3d-be98-36b65e74511d,7/9/2021 10:48:14 AM,r1f6f314815ca09e6789638a972f3bf6,1734,,7/9/2021 10:46:49 AM,7/9/2021 10:47:07 AM,,0,0,5,8.37,432x697,0,,Vedd ki a részed!,Created,Normal,False
17439,Video,,2516,CustomLabel,35eda971-7641-4b3d-be98-36b65e74511d,7/9/2021 10:48:40 AM,r1f6f314815ca09e6789638a972f3bf6,1734,,7/9/2021 10:46:49 AM,7/9/2021 10:47:07 AM,,0,0,5,8.37,432x697,0,,"Vedd ki a részed, önkénteskedj!",Created,Normal,False
17440,Video,,2516,Publish,35eda971-7641-4b3d-be98-36b65e74511d,7/9/2021 10:48:41 AM,r1f6f314815ca09e6789638a972f3bf6,1734,,7/9/2021 10:46:49 AM,7/9/2021 10:47:07 AM,,0,0,5,8.37,432x697,0,,"Vedd ki a részed, önkénteskedj!",Published,Normal,False
17441,Video,,2516,CustomLabel,35eda971-7641-4b3d-be98-36b65e74511d,7/9/2021 10:49:30 AM,r1f6f314815ca09e6789638a972f3bf6,1734,,7/9/2021 10:46:49 AM,7/9/2021 10:47:07 AM,,0,0,5,8.37,432x697,0,,"Vedd ki a részed, önkénteskedj....",Published,Normal,False
17442,Video,,2516,CustomLabel,35eda971-7641-4b3d-be98-36b65e74511d,7/9/2021 11:08:22 AM,r1f6f314815ca09e6789638a972f3bf6,1734,,7/9/2021 10:46:49 AM,7/9/2021 10:47:07 AM,,0,0,5,8.37,432x697,0,,"Vedd ki a részed, önkénteskedj!",Published,Normal,False
17443,Video,,2515,CustomLabel,35eda971-7641-4b3d-be98-36b65e74511d,7/9/2021 11:08:28 AM,r1b999fa6a7ad6e0495d19291ad178f6,1734,,7/9/2021 10:05:43 AM,7/9/2021 10:06:05 AM,,0,0,4,10.52,432x324,0,,"Mutass példát, legyél elfogadó!",Published,Normal,False
17444,Video,,2514,CustomLabel,35eda971-7641-4b3d-be98-36b65e74511d,7/9/2021 11:08:31 AM,r12e27537bbbd76a9cb60ddcc567df8a,1734,,7/9/2021 8:23:16 AM,7/9/2021 8:23:23 AM,,0,0,3,8.67,360x480,0,,Önkénteskedj!,Published,Normal,False
17445,Video,,2513,CustomLabel,35eda971-7641-4b3d-be98-36b65e74511d,7/9/2021 11:08:51 AM,r1f654886afdd1433c5ee1167b831de6,1734,,7/8/2021 4:18:19 PM,7/8/2021 4:18:35 PM,,0,0,2,10.72,384x768,0,,Légy önmagad! Támogass civil szervezeteket!,Published,Normal,False
17447,Video,,2517,Created,System,7/9/2021 11:18:01 AM,r151dcc1e552e2df758ad22c9311fe3e,1734,,7/9/2021 11:17:30 AM,7/9/2021 11:17:38 AM,,0,0,6,9.64,360x480,0,,,Created,Normal,False
17448,Video,,2517,CustomLabel,35eda971-7641-4b3d-be98-36b65e74511d,7/9/2021 11:20:32 AM,r151dcc1e552e2df758ad22c9311fe3e,1734,,7/9/2021 11:17:30 AM,7/9/2021 11:17:38 AM,,0,0,6,9.64,360x480,0,,Beszélgess az emberi jogokról!,Created,Normal,False
17449,Video,,2517,Publish,35eda971-7641-4b3d-be98-36b65e74511d,7/9/2021 11:20:34 AM,r151dcc1e552e2df758ad22c9311fe3e,1734,,7/9/2021 11:17:30 AM,7/9/2021 11:17:38 AM,,0,0,6,9.64,360x480,0,,Beszélgess az emberi jogokról!,Published,Normal,False
17450,Video,,2518,Created,System,7/9/2021 11:34:36 AM,r18111b9a8f090bd79e50119a118d911,1734,,7/9/2021 11:32:52 AM,7/9/2021 11:33:16 AM,,0,0,7,14.16,432x697,0,,,Created,Normal,False
17451,Video,,2518,CustomLabel,35eda971-7641-4b3d-be98-36b65e74511d,7/9/2021 11:36:18 AM,r18111b9a8f090bd79e50119a118d911,1734,,7/9/2021 11:32:52 AM,7/9/2021 11:33:16 AM,,0,0,7,14.16,432x697,0,,Önkénteskedj! Vállald fel magad! Érzékenyítsd a környezeted!,Created,Normal,False
17452,Video,,2518,Publish,35eda971-7641-4b3d-be98-36b65e74511d,7/9/2021 11:36:21 AM,r18111b9a8f090bd79e50119a118d911,1734,,7/9/2021 11:32:52 AM,7/9/2021 11:33:16 AM,,0,0,7,14.16,432x697,0,,Önkénteskedj! Vállald fel magad! Érzékenyítsd a környezeted!,Published,Normal,False
17453,Video,,2516,PositionChange,ced6b967-533d-4615-bc78-413ec0691e89,7/9/2021 11:42:54 AM,r1f6f314815ca09e6789638a972f3bf6,1734,,7/9/2021 10:46:49 AM,7/9/2021 10:47:07 AM,,0,0,6,8.37,432x697,0,,"Vedd ki a részed, önkénteskedj!",Published,Normal,False
17454,Video,,2517,PositionChange,ced6b967-533d-4615-bc78-413ec0691e89,7/9/2021 11:42:54 AM,r151dcc1e552e2df758ad22c9311fe3e,1734,,7/9/2021 11:17:30 AM,7/9/2021 11:17:38 AM,,0,0,5,9.64,360x480,0,,Beszélgess az emberi jogokról!,Published,Normal,False
17455,Video,,2514,PositionChange,ced6b967-533d-4615-bc78-413ec0691e89,7/9/2021 11:42:56 AM,r12e27537bbbd76a9cb60ddcc567df8a,1734,,7/9/2021 8:23:16 AM,7/9/2021 8:23:23 AM,,0,0,4,8.67,360x480,0,,Önkénteskedj!,Published,Normal,False
17456,Video,,2515,PositionChange,ced6b967-533d-4615-bc78-413ec0691e89,7/9/2021 11:42:56 AM,r1b999fa6a7ad6e0495d19291ad178f6,1734,,7/9/2021 10:05:43 AM,7/9/2021 10:06:05 AM,,0,0,3,10.52,432x324,0,,"Mutass példát, legyél elfogadó!",Published,Normal,False
17457,Video,,2514,PositionChange,ced6b967-533d-4615-bc78-413ec0691e89,7/9/2021 11:42:57 AM,r12e27537bbbd76a9cb60ddcc567df8a,1734,,7/9/2021 8:23:16 AM,7/9/2021 8:23:23 AM,,0,0,5,8.67,360x480,0,,Önkénteskedj!,Published,Normal,False
17458,Video,,2517,PositionChange,ced6b967-533d-4615-bc78-413ec0691e89,7/9/2021 11:42:57 AM,r151dcc1e552e2df758ad22c9311fe3e,1734,,7/9/2021 11:17:30 AM,7/9/2021 11:17:38 AM,,0,0,4,9.64,360x480,0,,Beszélgess az emberi jogokról!,Published,Normal,False
17459,Video,,2514,PositionChange,ced6b967-533d-4615-bc78-413ec0691e89,7/9/2021 11:42:58 AM,r12e27537bbbd76a9cb60ddcc567df8a,1734,,7/9/2021 8:23:16 AM,7/9/2021 8:23:23 AM,,0,0,4,8.67,360x480,0,,Önkénteskedj!,Published,Normal,False
17460,Video,,2517,PositionChange,ced6b967-533d-4615-bc78-413ec0691e89,7/9/2021 11:42:58 AM,r151dcc1e552e2df758ad22c9311fe3e,1734,,7/9/2021 11:17:30 AM,7/9/2021 11:17:38 AM,,0,0,5,9.64,360x480,0,,Beszélgess az emberi jogokról!,Published,Normal,False
17461,Video,,2514,PositionChange,ced6b967-533d-4615-bc78-413ec0691e89,7/9/2021 11:42:59 AM,r12e27537bbbd76a9cb60ddcc567df8a,1734,,7/9/2021 8:23:16 AM,7/9/2021 8:23:23 AM,,0,0,3,8.67,360x480,0,,Önkénteskedj!,Published,Normal,False
17462,Video,,2515,PositionChange,ced6b967-533d-4615-bc78-413ec0691e89,7/9/2021 11:42:59 AM,r1b999fa6a7ad6e0495d19291ad178f6,1734,,7/9/2021 10:05:43 AM,7/9/2021 10:06:05 AM,,0,0,4,10.52,432x324,0,,"Mutass példát, legyél elfogadó!",Published,Normal,False
17463,Video,,2519,Created,System,7/9/2021 11:43:23 AM,r1c47317ddabb2c280e05a43b36f2a87,1734,,7/9/2021 11:42:30 AM,7/9/2021 11:42:44 AM,,0,0,8,13.41,360x480,0,,,Created,Normal,False
17464,Video,,2519,CustomLabel,35eda971-7641-4b3d-be98-36b65e74511d,7/9/2021 11:44:43 AM,r1c47317ddabb2c280e05a43b36f2a87,1734,,7/9/2021 11:42:30 AM,7/9/2021 11:42:44 AM,,0,0,8,13.41,360x480,0,,"Legyél emberi jogi aktivista! ",Created,Normal,False
17465,Video,,2519,CustomLabel,35eda971-7641-4b3d-be98-36b65e74511d,7/9/2021 11:45:35 AM,r1c47317ddabb2c280e05a43b36f2a87,1734,,7/9/2021 11:42:30 AM,7/9/2021 11:42:44 AM,,0,0,8,13.41,360x480,0,,"Legyél emberi jogi aktivista! Légy önmagad, és ne kérj érte bocsánatot!",Created,Normal,False
17466,Video,,2519,Publish,35eda971-7641-4b3d-be98-36b65e74511d,7/9/2021 11:49:46 AM,r1c47317ddabb2c280e05a43b36f2a87,1734,,7/9/2021 11:42:30 AM,7/9/2021 11:42:44 AM,,0,0,8,13.41,360x480,0,,"Legyél emberi jogi aktivista! Légy önmagad, és ne kérj érte bocsánatot!",Published,Normal,False
17467,Video,,2518,PositionChange,ced6b967-533d-4615-bc78-413ec0691e89,7/9/2021 11:51:28 AM,r18111b9a8f090bd79e50119a118d911,1734,,7/9/2021 11:32:52 AM,7/9/2021 11:33:16 AM,,0,0,8,14.16,432x697,0,,Önkénteskedj! Vállald fel magad! Érzékenyítsd a környezeted!,Published,Normal,False
17468,Video,,2519,PositionChange,ced6b967-533d-4615-bc78-413ec0691e89,7/9/2021 11:51:28 AM,r1c47317ddabb2c280e05a43b36f2a87,1734,,7/9/2021 11:42:30 AM,7/9/2021 11:42:44 AM,,0,0,7,13.41,360x480,0,,"Legyél emberi jogi aktivista! Légy önmagad, és ne kérj érte bocsánatot!",Published,Normal,False
17469,Video,,2516,PositionChange,ced6b967-533d-4615-bc78-413ec0691e89,7/9/2021 11:51:29 AM,r1f6f314815ca09e6789638a972f3bf6,1734,,7/9/2021 10:46:49 AM,7/9/2021 10:47:07 AM,,0,0,7,8.37,432x697,0,,"Vedd ki a részed, önkénteskedj!",Published,Normal,False
17470,Video,,2519,PositionChange,ced6b967-533d-4615-bc78-413ec0691e89,7/9/2021 11:51:29 AM,r1c47317ddabb2c280e05a43b36f2a87,1734,,7/9/2021 11:42:30 AM,7/9/2021 11:42:44 AM,,0,0,6,13.41,360x480,0,,"Legyél emberi jogi aktivista! Légy önmagad, és ne kérj érte bocsánatot!",Published,Normal,False
17471,Video,,2515,PositionChange,ced6b967-533d-4615-bc78-413ec0691e89,7/9/2021 11:51:34 AM,r1b999fa6a7ad6e0495d19291ad178f6,1734,,7/9/2021 10:05:43 AM,7/9/2021 10:06:05 AM,,0,0,5,10.52,432x324,0,,"Mutass példát, legyél elfogadó!",Published,Normal,False
17472,Video,,2517,PositionChange,ced6b967-533d-4615-bc78-413ec0691e89,7/9/2021 11:51:34 AM,r151dcc1e552e2df758ad22c9311fe3e,1734,,7/9/2021 11:17:30 AM,7/9/2021 11:17:38 AM,,0,0,4,9.64,360x480,0,,Beszélgess az emberi jogokról!,Published,Normal,False
17473,Video,,2515,PositionChange,ced6b967-533d-4615-bc78-413ec0691e89,7/9/2021 11:51:36 AM,r1b999fa6a7ad6e0495d19291ad178f6,1734,,7/9/2021 10:05:43 AM,7/9/2021 10:06:05 AM,,0,0,6,10.52,432x324,0,,"Mutass példát, legyél elfogadó!",Published,Normal,False
17474,Video,,2519,PositionChange,ced6b967-533d-4615-bc78-413ec0691e89,7/9/2021 11:51:36 AM,r1c47317ddabb2c280e05a43b36f2a87,1734,,7/9/2021 11:42:30 AM,7/9/2021 11:42:44 AM,,0,0,5,13.41,360x480,0,,"Legyél emberi jogi aktivista! Légy önmagad, és ne kérj érte bocsánatot!",Published,Normal,False
17475,Video,,2520,Created,System,7/9/2021 12:06:00 PM,r130b59ca6382da866bcbffbe8272b42,1734,,7/9/2021 12:05:24 PM,7/9/2021 12:05:41 PM,,0,0,9,6.46,432x697,0,,,Created,Normal,False
17476,Video,,2521,Created,System,7/9/2021 12:21:15 PM,r10a5c64f2221dfde76643ae81786afb,1734,,7/9/2021 12:20:42 PM,7/9/2021 12:20:55 PM,office@amnesty.hu,0,0,10,3.4,432x697,0,,,Created,Normal,False
17477,Video,,2521,Delete,ced6b967-533d-4615-bc78-413ec0691e89,7/9/2021 12:25:06 PM,r10a5c64f2221dfde76643ae81786afb,1734,,7/9/2021 12:20:42 PM,7/9/2021 12:20:55 PM,Email provided,0,0,10,3.4,432x697,0,,,Created,Normal,True
17478,Video,,2520,Delete,ced6b967-533d-4615-bc78-413ec0691e89,7/9/2021 12:25:07 PM,r130b59ca6382da866bcbffbe8272b42,1734,,7/9/2021 12:05:24 PM,7/9/2021 12:05:41 PM,,0,0,9,6.46,432x697,0,,,Created,Normal,True
17480,Video,,2522,Created,System,7/9/2021 3:56:38 PM,r14b794fff2ad45ab56d9404b73c2a79,1734,,7/9/2021 3:55:26 PM,7/9/2021 3:55:34 PM,,0,0,11,17.97,360x480,0,,,Created,Normal,False
17481,Video,,2522,CustomLabel,35eda971-7641-4b3d-be98-36b65e74511d,7/9/2021 3:59:05 PM,r14b794fff2ad45ab56d9404b73c2a79,1734,,7/9/2021 3:55:26 PM,7/9/2021 3:55:34 PM,,0,0,11,17.97,360x480,0,,"Kezdeményezz dialógust, motiváld tettekre a környezetedet is!",Created,Normal,False
17482,Video,,2522,Publish,35eda971-7641-4b3d-be98-36b65e74511d,7/9/2021 3:59:05 PM,r14b794fff2ad45ab56d9404b73c2a79,1734,,7/9/2021 3:55:26 PM,7/9/2021 3:55:34 PM,,0,0,11,17.97,360x480,0,,"Kezdeményezz dialógust, motiváld tettekre a környezetedet is!",Published,Normal,False
17483,Video,,2522,CustomLabel,35eda971-7641-4b3d-be98-36b65e74511d,7/9/2021 3:59:54 PM,r14b794fff2ad45ab56d9404b73c2a79,1734,,7/9/2021 3:55:26 PM,7/9/2021 3:55:34 PM,,0,0,11,17.97,360x480,0,,"Kezdeményezz dialógust! Mutass példát, és motiváld tettekre a körülötted lévőket is!",Published,Normal,False
17484,Video,,2523,Created,System,7/9/2021 7:05:38 PM,r1a49fe10757240696078292307613b6,1734,,7/9/2021 7:04:13 PM,7/9/2021 7:04:46 PM,,0,0,12,26.57,355x768,0,,,Created,Normal,False
17485,Video,,2523,CustomLabel,35eda971-7641-4b3d-be98-36b65e74511d,7/9/2021 7:27:07 PM,r1a49fe10757240696078292307613b6,1734,,7/9/2021 7:04:13 PM,7/9/2021 7:04:46 PM,,0,0,12,26.57,355x768,0,,"GyakoLégy mindenkivel szemben empatikus, odafigyelo, nyitott, eloitéletek nélkül",Created,Normal,False
17486,Video,,2523,CustomLabel,35eda971-7641-4b3d-be98-36b65e74511d,7/9/2021 7:28:20 PM,r1a49fe10757240696078292307613b6,1734,,7/9/2021 7:04:13 PM,7/9/2021 7:04:46 PM,,0,0,12,26.57,355x768,0,,"Légy másokkal szemben empatikus, odafigyel, nyitott, eloitéletek nélkül",Created,Normal,False
17487,Video,,2523,CustomLabel,35eda971-7641-4b3d-be98-36b65e74511d,7/9/2021 7:29:06 PM,r1a49fe10757240696078292307613b6,1734,,7/9/2021 7:04:13 PM,7/9/2021 7:04:46 PM,,0,0,12,26.57,355x768,0,,"Légy másokkal szemben empatikus, odafigyelő, nyitott, előítéletektől mentes!",Created,Normal,False
17488,Video,,2523,CustomLabel,35eda971-7641-4b3d-be98-36b65e74511d,7/9/2021 7:32:49 PM,r1a49fe10757240696078292307613b6,1734,,7/9/2021 7:04:13 PM,7/9/2021 7:04:46 PM,,0,0,12,26.57,355x768,0,,"Légy másokkal empatikus, odafigyelő, nyitott, mosolygós :)",Created,Normal,False
17489,Video,,2523,Publish,35eda971-7641-4b3d-be98-36b65e74511d,7/9/2021 7:33:25 PM,r1a49fe10757240696078292307613b6,1734,,7/9/2021 7:04:13 PM,7/9/2021 7:04:46 PM,,0,0,12,26.57,355x768,0,,"Légy másokkal empatikus, odafigyelő, nyitott, mosolygós :)",Published,Normal,False
17490,Video,,2522,CustomLabel,35eda971-7641-4b3d-be98-36b65e74511d,7/9/2021 7:43:11 PM,r14b794fff2ad45ab56d9404b73c2a79,1734,,7/9/2021 3:55:26 PM,7/9/2021 3:55:34 PM,,0,0,11,17.97,360x480,0,,"Kezdeményezz dialógust! Mutass példát, és motiváld cselekvésre a körülötted lévőket is!",Published,Normal,False
17491,Video,,2524,Created,System,7/11/2021 9:10:20 AM,r1eb632a6a8ffffdcd565eec70414667,1734,,7/11/2021 9:08:23 AM,7/11/2021 9:09:03 AM,,0,0,13,12.88,432x697,0,,,Created,Normal,False
17492,Video,,2524,CustomLabel,35eda971-7641-4b3d-be98-36b65e74511d,7/11/2021 9:34:08 AM,r1eb632a6a8ffffdcd565eec70414667,1734,,7/11/2021 9:08:23 AM,7/11/2021 9:09:03 AM,,0,0,13,12.88,432x697,0,,"Hívd fel ",Created,Normal,False
17493,Video,,2524,CustomLabel,35eda971-7641-4b3d-be98-36b65e74511d,7/11/2021 9:34:59 AM,r1eb632a6a8ffffdcd565eec70414667,1734,,7/11/2021 9:08:23 AM,7/11/2021 9:09:03 AM,,0,0,13,12.88,432x697,0,,"Tájékozódj több forrásból, gondolkozz kritikusan! ",Created,Normal,False
17494,Video,,2524,Publish,35eda971-7641-4b3d-be98-36b65e74511d,7/11/2021 9:35:04 AM,r1eb632a6a8ffffdcd565eec70414667,1734,,7/11/2021 9:08:23 AM,7/11/2021 9:09:03 AM,,0,0,13,12.88,432x697,0,,"Tájékozódj több forrásból, gondolkozz kritikusan! ",Published,Normal,False
17495,Video,,2525,Created,System,7/12/2021 9:39:46 PM,r1f70c40405f990f0af0dc07c4972834,1734,,7/12/2021 9:38:42 PM,7/12/2021 9:39:28 PM,,0,0,14,35.8,432x477,0,,,Created,Normal,False
17496,Video,,2525,CustomLabel,35eda971-7641-4b3d-be98-36b65e74511d,7/13/2021 9:24:55 AM,r1f70c40405f990f0af0dc07c4972834,1734,,7/12/2021 9:38:42 PM,7/12/2021 9:39:28 PM,,0,0,14,35.8,432x477,0,,Támogasd az Amnesty tevékenységét!,Created,Normal,False
17497,Video,,2525,CustomLabel,35eda971-7641-4b3d-be98-36b65e74511d,7/13/2021 9:25:57 AM,r1f70c40405f990f0af0dc07c4972834,1734,,7/12/2021 9:38:42 PM,7/12/2021 9:39:28 PM,,0,0,14,35.8,432x477,0,,"Szólalj fel! Támogasd az Amnestyt, hogy folytathassuk az emberi jogi munkát! ",Created,Normal,False
17498,Video,,2524,PositionChange,35eda971-7641-4b3d-be98-36b65e74511d,7/13/2021 9:26:05 AM,r1eb632a6a8ffffdcd565eec70414667,1734,,7/11/2021 9:08:23 AM,7/11/2021 9:09:03 AM,,0,0,14,12.88,432x697,0,,"Tájékozódj több forrásból, gondolkozz kritikusan! ",Published,Normal,False
